date,mu_hat,sigma_hat,z_score,y_real,signal,pnl,signal_prev,delta_pos,cost,hyperparam
2025-01-24,0.004616093389930993,0.014329830215347726,0.3221317573593442,-0.13347123597512217,1,-0.13347123597512217,0.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-01-27,-0.006631057566233908,0.045762059858154895,-0.14490295206963327,0.02822482202787373,0,0.0,1.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-01-28,0.018786925217509586,0.035394966106112945,0.5307795792539256,-0.019492616395437423,1,-0.019492616395437423,0.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-01-29,0.0027514047122749585,0.02927761564603239,0.09397639293921874,-0.004862233932838957,0,-0.0,1.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-01-30,0.017780867471294128,0.022772837782824865,0.780792786602307,-0.007004035761535319,1,-0.007004035761535319,0.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-01-31,-0.00011384812296428041,0.020123721383897338,-0.005657409024524647,-0.04531905456032325,0,-0.0,1.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-02-03,0.0064182860517181875,0.022160845618119665,0.28962279519109685,0.0025682354569784367,0,0.0,0.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-02-04,0.006197464375725152,0.018200376174811524,0.34051298259989565,0.025873915915866495,1,0.025873915915866495,0.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-02-05,0.0008549553883224212,0.016987469005459072,0.05032859150752086,0.020535875986766122,0,0.0,1.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-02-06,0.015233995119745002,0.016347858367702032,0.9318648826712583,0.004187742123981239,1,0.004187742123981239,0.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-02-07,0.01347264110315635,0.015167519707245433,0.8882560473430966,0.0019235954613344413,1,0.0019235954613344413,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-02-10,0.013562999488168827,0.014580503817256805,0.9302147345633073,-0.007439489199134852,1,-0.007439489199134852,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-02-11,0.008552707383391879,0.015317959092364906,0.5583450988359733,-0.02115594238608635,1,-0.02115594238608635,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-02-12,0.005930170098508974,0.017024234000504374,0.3483369705992811,0.0031975525822212094,1,0.0031975525822212094,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-02-13,0.011337429220831424,0.015161839412763566,0.7477608034343992,0.008757479449180016,1,0.008757479449180016,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-02-14,0.013371148048186485,0.014136105098479028,0.9458862929382968,0.017278725456372965,1,0.017278725456372965,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-02-18,0.01751003934403916,0.013625910097702993,1.2850546655955803,0.0007887893630822314,1,0.0007887893630822314,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-02-19,0.015523236006176442,0.014318626742572109,1.0841288264064313,0.005729465415404981,1,0.005729465415404981,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-02-20,0.018138004440687694,0.01401174440096454,1.2944858200124683,-0.0004997845954040732,1,-0.0004997845954040732,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-02-21,0.026325511201584627,0.014735434785070577,1.7865445835542435,0.015720497625637254,1,0.015720497625637254,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-02-24,0.008622948738180182,0.014284223404238934,0.6036694116406264,-0.002305411442128591,1,-0.002305411442128591,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-02-25,0.013505105278330171,0.014077949275053394,0.9593091305039491,0.026188139905589783,1,0.026188139905589783,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-02-26,0.008592858343604503,0.014121174627867446,0.6085087515770053,0.02794234095506401,1,0.02794234095506401,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-02-27,-0.0016451090824044843,0.014878725565442823,-0.11056787593592007,-0.01788690169700722,0,-0.0,1.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-02-28,0.008246833159411144,0.014876064647268435,0.5543692740623738,-0.011351376011124077,1,-0.011351376011124077,0.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-03-03,0.005622100102203982,0.015273834183136813,0.3680870195913939,-0.030352524036615983,1,-0.030352524036615983,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-03-04,0.009214391081222519,0.01817461210189086,0.5069924480128997,0.013615006470533032,1,0.013615006470533032,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-03-05,0.0036027031080554444,0.015852978634086464,0.2272571730027473,-0.032667673251929465,0,-0.0,1.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-03-06,0.0005599150194389667,0.018478823587197414,0.030300360669436213,0.006131119252062546,0,0.0,0.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-03-07,0.006204367529419682,0.01606423206404532,0.38622247890119743,-0.025069832335233144,1,-0.025069832335233144,0.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-03-10,0.01024232123263616,0.017637560561219175,0.5807107619608464,9.34197016982097e-05,1,9.34197016982097e-05,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-03-11,0.0002204892339933021,0.01581348136593524,0.013943117830351452,0.04819885234651063,0,0.0,1.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-03-12,0.019765412449553817,0.020964342635151244,0.942810981175858,0.011084024067445993,1,0.011084024067445993,0.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-03-13,0.01936784928857754,0.017649659964429965,1.0973497125502876,0.02587785845510764,1,0.02587785845510764,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-03-14,0.014119619310318587,0.01562741835847473,0.9035157942553919,0.00875583280642798,1,0.00875583280642798,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-03-17,0.011364194977403727,0.014464046118097,0.7856857538075166,-0.01288275121169964,1,-0.01288275121169964,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-03-18,0.007408151789904175,0.015736365897048115,0.4707663661591539,0.01581465157665412,1,0.01581465157665412,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-03-19,0.009286295365118154,0.01466656065165657,0.6331610788429309,-0.008288111634961967,1,-0.008288111634961967,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-03-20,0.015065640235430992,0.014922152279460027,1.0096157681066205,-0.013505079167773376,1,-0.013505079167773376,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-03-21,0.004985012613281713,0.016649525437033953,0.2994086907842686,0.01835223119941053,0,0.0,1.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-03-24,0.006890517915383851,0.01551445395893507,0.4441353806986852,-0.0071086477765780805,1,-0.0071086477765780805,0.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-03-25,8.245065179133095e-05,0.01497245438899396,0.005506822705831,-0.01637325890716633,0,-0.0,1.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-03-26,0.003993965376544933,0.01494643246791976,0.2672186413123915,-0.02141260483339896,0,-0.0,0.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-03-27,0.010793925725162102,0.016139577367049015,0.6687861447474619,0.0005382878210594646,1,0.0005382878210594646,0.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-03-28,0.004938287298186946,0.014999530699128842,0.3292294537237593,-0.04227818661391645,1,-0.04227818661391645,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-03-31,0.011094074624510316,0.020486808480580463,0.5415228357812022,0.0012909120611330385,1,0.0012909120611330385,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-04-01,0.00870941290784257,0.01742663595941506,0.4997759136144202,-0.026307629919230593,1,-0.026307629919230593,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-04-02,0.005376221452777132,0.018939765813734973,0.2838589191466316,-0.06462301323968983,0,-0.0,1.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-04-03,0.010062130008679428,0.027453343391617945,0.36651747166618687,-0.02879975131798522,1,-0.02879975131798522,0.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-04-04,0.007411016230690619,0.02474105930303124,0.2995432062920051,-0.07540566715193878,0,-0.0,1.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-04-07,0.008373872588910173,0.032807065624762585,0.25524600964584965,0.06127504241340883,0,0.0,0.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-04-08,0.020996425546506034,0.030038047460369824,0.6989943528855297,0.026539764615682648,1,0.026539764615682648,0.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-04-09,0.019415010812979847,0.023204089080125057,0.8367064419524807,-0.044352365109511536,1,-0.044352365109511536,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-04-10,0.005933443854410768,0.02757099212443009,0.21520603348739362,0.008608377373597317,0,0.0,1.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-04-11,-0.0040319484482030914,0.021564123142755347,-0.18697483878715743,0.02826352629375376,0,0.0,0.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-04-14,-0.004379116882045215,0.020519514492041584,-0.2134123048449143,0.002345743910994804,0,0.0,0.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-04-15,0.0023167328027482942,0.017299397346234483,0.13391985607247595,-0.07061751082522807,0,-0.0,0.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-04-16,0.0058265715431372305,0.02767535522652935,0.21053285478886757,-0.000382893816495383,0,-0.0,0.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-04-17,0.006710959028369355,0.021703344119102606,0.3092131328490792,-0.02716636947939246,1,-0.02716636947939246,0.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-04-21,0.004150354298199933,0.020845439724140817,0.19910130719830604,0.019112392219457677,0,0.0,1.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-04-22,0.016779578373974976,0.017996613531524066,0.932374212769683,0.055370293424917304,1,0.055370293424917304,0.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-04-23,0.0020937370051183866,0.019877651508157908,0.10533120596560938,0.0074689154942363094,0,0.0,1.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-04-24,-0.0005166598160511403,0.0168722037212951,-0.03062195221120065,0.003938472564248637,0,0.0,0.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-04-25,-0.008085521514977297,0.015117645320827265,-0.5348400060582215,-0.01196207890757158,-1,0.01196207890757158,0.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-04-28,-0.011989273268438242,0.014142056271331567,-0.8477743998758233,-0.009796799062238478,-1,0.009796799062238478,-1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-04-29,-0.002209832716731776,0.013590551637372826,-0.16260066373280463,-0.042631360310087726,0,-0.0,-1.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-04-30,0.003408131184239327,0.018439211994145804,0.1848306307949256,0.037481898023396104,0,0.0,0.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-05-01,0.009057692736322495,0.01924458236381825,0.4706619538469106,0.022765496072640157,1,0.022765496072640157,0.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-05-02,0.00933518154555573,0.016976248614788903,0.549896608925918,-0.013983749367984322,1,-0.013983749367984322,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-05-05,-0.004099412565610925,0.01681395542592697,-0.24381012449275719,-0.020773017767587814,0,-0.0,1.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-05-06,0.0029802083801633,0.015918054539106264,0.1872218978042669,-0.004324980087318321,0,-0.0,0.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-05-07,-0.008001761094700879,0.014705535878516755,-0.5441325743450541,0.010114424364992377,-1,-0.010114424364992377,0.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-05-08,-0.008589058625040492,0.015005902538335988,-0.5723786758642334,-0.00017045221885930118,-1,0.00017045221885930118,-1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-05-09,0.001973157417274451,0.014279377653809665,0.1381823119404663,0.04459711131510164,0,0.0,-1.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-05-12,0.014956334735385607,0.019180657261149387,0.7797613257852124,0.01596939598828405,1,0.01596939598828405,0.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-05-13,0.02253640966222326,0.01637902981958352,1.3759306815155616,0.0248559476710478,1,0.0248559476710478,1.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-05-14,0.0025574397737641668,0.014795166635069619,0.17285643594592287,-0.007788513147695657,0,-0.0,1.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-05-15,0.00826969567327217,0.014296086366658047,0.578458709689885,0.01025649554798171,1,0.01025649554798171,0.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-05-16,-0.004095127443027513,0.013667743866252765,-0.29961985555925247,-0.022481208061199073,0,-0.0,1.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-05-19,0.002850802255909913,0.014540981390308329,0.19605294714220553,-0.009486575518866636,0,-0.0,0.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-05-20,-0.009007528852094082,0.014323689510717495,-0.6288553549945584,-0.009871507862279824,-1,0.009871507862279824,0.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-05-21,-0.0032567608061469812,0.013670480647702234,-0.23823308704909252,0.0032571530350352994,0,0.0,-1.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-05-22,-0.01115176800068421,0.013487354535324804,-0.8268313827946433,-0.021535678473777905,-1,0.021535678473777905,0.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-05-23,-0.0010554087248907953,0.013636831505432366,-0.07739398440688827,0.02154996556560942,0,0.0,-1.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-05-27,0.002583922954154239,0.015110188453590407,0.17100534265939352,0.0039038003518041247,0,0.0,0.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-05-28,-0.00214650342405169,0.01409099619383242,-0.15233155942453575,0.053719711413446634,0,0.0,0.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-05-29,-0.0002924724673367264,0.02226387553517628,-0.013136637728441678,-0.003382401947412255,0,-0.0,0.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-05-30,-0.0019300538553092632,0.018248685419924724,-0.10576399400265538,0.002660563217107475,0,0.0,0.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-06-02,0.0031316152594221204,0.015900841764162347,0.19694650798174856,0.010139092347327018,0,0.0,0.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-06-03,1.4875199523130787e-05,0.01468171447710067,0.0010131786411138766,0.006845241846128049,0,0.0,0.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-06-04,0.002119994746186792,0.014023768506932011,0.15117154459151755,0.0017600061090249012,0,0.0,0.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-06-05,0.0016246102494750572,0.013511826460663266,0.12023616897425048,0.017841103412883145,0,0.0,0.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-06-06,-0.0017603431283208823,0.014206061084626407,-0.12391493446595833,0.010319148125275429,0,0.0,0.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-06-09,-0.004609547074216317,0.014132388193750449,-0.3261690105749237,0.00042056328289591686,-1,-0.00042056328289591686,0.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-06-10,-0.0033145413971042577,0.013660762004170886,-0.24263224819320228,0.004574399323707314,0,0.0,-1.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-06-11,0.003018550855647126,0.013555693759468482,0.22267771087250376,-0.006039348420555595,0,-0.0,0.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-06-12,0.006810862412568414,0.0135760293144735,0.5016829482908752,-0.017532133425559288,1,-0.017532133425559288,0.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-06-13,0.003719669664864037,0.015350906593267917,0.2423094455213013,0.009673458633294208,0,0.0,1.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-06-16,0.008206032282051254,0.014338539322129683,0.5723060137224929,-0.0013832005992222114,1,-0.0013832005992222114,0.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-06-17,-0.0006140589048034503,0.014007774322485926,-0.04383700726943713,-0.0007635485347384402,0,-0.0,1.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-06-18,0.0015533895585530745,0.013503131578326085,0.1150392077232236,-0.00020622679103848051,0,-0.0,0.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-06-20,-0.00047607601753070885,0.013255211170921342,-0.03591613980281974,-0.009429132718573601,0,-0.0,0.0,0.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-06-23,-0.005346122946409812,0.013419824803347092,-0.39837501791203817,0.00959520984830237,-1,-0.00959520984830237,0.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-06-24,0.005837844251888368,0.014021385312184682,0.4163528868160581,0.00922044681861728,1,0.00922044681861728,-1.0,2.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-06-25,-0.005236498028514551,0.013552400164949891,-0.38638897647499565,0.0107642162495956,-1,-0.0107642162495956,1.0,2.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
2025-06-26,-0.0036397198303699595,0.014200910459713606,-0.2563018646371609,0.00655817319780433,0,0.0,-1.0,1.0,0.0,"GARCH(p=2, q=1), AR lags=0, dist=normal"
