date,y_hat,y_real,signal,signal_prev,cost,pnl
2025-05-09,0.0036095504,0.04459711131510164,1,1.0,0.0,0.04459711131510164
2025-05-12,0.0032442666,0.01596939598828405,1,1.0,0.0,0.01596939598828405
2025-05-13,0.0035609459,0.0248559476710478,1,1.0,0.0,0.0248559476710478
2025-05-14,0.005355327,-0.007788513147695657,1,1.0,0.0,-0.007788513147695657
2025-05-15,0.0063162087,0.01025649554798171,1,1.0,0.0,0.01025649554798171
2025-05-16,0.0032442666,-0.022481208061199073,1,1.0,0.0,-0.022481208061199073
2025-05-19,0.0032442666,-0.009486575518866636,1,1.0,0.0,-0.009486575518866636
2025-05-20,0.0032442666,-0.009871507862279824,1,1.0,0.0,-0.009871507862279824
2025-05-21,0.0036095504,0.0032571530350352994,1,1.0,0.0,0.0032571530350352994
2025-05-22,0.004039546,-0.021535678473777905,1,1.0,0.0,-0.021535678473777905
2025-05-23,0.0036095504,0.02154996556560942,1,1.0,0.0,0.02154996556560942
2025-05-27,0.0032442666,0.0039038003518041247,1,1.0,0.0,0.0039038003518041247
2025-05-28,0.0036095504,0.053719711413446634,1,1.0,0.0,0.053719711413446634
2025-05-29,0.0035609459,-0.003382401947412255,1,1.0,0.0,-0.003382401947412255
2025-05-30,0.0036825156,0.002660563217107475,1,1.0,0.0,0.002660563217107475
2025-06-02,0.0032442666,0.010139092347327018,1,1.0,0.0,0.010139092347327018
2025-06-03,0.0032442666,0.006845241846128049,1,1.0,0.0,0.006845241846128049
2025-06-04,0.0032442666,0.0017600061090249012,1,1.0,0.0,0.0017600061090249012
2025-06-05,0.0032442666,0.017841103412883145,1,1.0,0.0,0.017841103412883145
2025-06-06,0.0032442666,0.010319148125275429,1,1.0,0.0,0.010319148125275429
2025-06-09,0.0032442666,0.00042056328289591686,1,1.0,0.0,0.00042056328289591686
2025-06-10,0.0032442666,0.004574399323707314,1,1.0,0.0,0.004574399323707314
2025-06-11,0.0036825156,-0.006039348420555595,1,1.0,0.0,-0.006039348420555595
2025-06-12,0.0035609459,-0.017532133425559288,1,1.0,0.0,-0.017532133425559288
2025-06-13,0.0036095504,0.009673458633294208,1,1.0,0.0,0.009673458633294208
2025-06-16,0.0032442666,-0.0013832005992222114,1,1.0,0.0,-0.0013832005992222114
2025-06-17,0.0036095504,-0.0007635485347384402,1,1.0,0.0,-0.0007635485347384402
2025-06-18,0.0032442666,-0.00020622679103848051,1,1.0,0.0,-0.00020622679103848051
2025-06-20,0.0032442666,-0.009429132718573601,1,1.0,0.0,-0.009429132718573601
2025-06-23,0.0032442666,0.00959520984830237,1,1.0,0.0,0.00959520984830237
2025-06-24,0.0032442666,0.00922044681861728,1,1.0,0.0,0.00922044681861728
2025-06-25,0.003999195,0.0107642162495956,1,1.0,0.0,0.0107642162495956
2025-06-26,0.0032442666,0.00655817319780433,1,1.0,0.0,0.00655817319780433
